slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
fournev01,Evan Fournier,SHOOTING GUARD,26,ORLANDO MAGIC,78,78,2459,443,1024,149,437,128,158,38,209,288,69,12,150,221
foxde01,De'Aaron Fox,POINT GUARD,21,SACRAMENTO KINGS,77,77,2452,479,1055,83,225,297,410,41,252,559,127,44,222,198
frazime01,Melvin Frazier,SHOOTING GUARD,22,ORLANDO MAGIC,9,0,40,6,18,0,4,1,2,3,2,1,1,0,1,6
fraziti01,Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,47,17,909,88,195,27,77,32,41,32,105,206,25,4,60,93
fraziti01,Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,8,1,110,10,30,4,15,3,4,6,8,25,2,0,8,10
fredeji01,Jimmer Fredette,SHOOTING GUARD,29,PHOENIX SUNS,4,0,46,8,25,0,10,6,6,0,4,3,3,0,4,5
fryech01,Channing Frye,CENTER,35,CLEVELAND CAVALIERS,34,5,318,38,105,29,72,9,12,4,44,19,6,5,10,42
fultzma01,Markelle Fultz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,19,15,427,65,155,4,14,21,37,26,44,59,17,5,25,52
gallida01,Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,66,66,2002,396,855,158,365,356,393,52,355,165,45,21,96,126
gallola01,Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,76,4,1658,218,554,131,360,77,92,45,116,82,35,7,24,130
garrebi01,Billy Garrett,GUARD,24,NEW YORK KNICKS,1,0,12,2,6,0,2,0,0,0,0,2,0,0,0,0
gasolma01,Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,53,53,1788,303,683,76,221,152,201,56,399,248,60,63,119,147
gasolma01,Marc Gasol,CENTER,34,TORONTO RAPTORS,23,16,564,81,176,20,47,32,41,21,129,91,23,22,33,62
gasolpa01,Pau Gasol,CENTER,38,SAN ANTONIO SPURS,27,6,330,41,88,5,10,27,38,22,105,50,5,14,14,28
gasolpa01,Pau Gasol,CENTER,38,MILWAUKEE BUCKS,3,0,30,1,6,1,3,1,2,0,10,2,0,1,2,1
gayru01,Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,66,51,1770,363,721,73,179,114,139,62,386,174,52,34,105,152
georgpa01,Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,74,74,2725,679,1543,280,723,437,523,101,503,305,161,34,199,204
gibsota01,Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,70,57,1686,304,537,11,34,134,177,172,286,84,53,39,73,186
gilesha01,Harry Giles,POWER FORWARD,20,SACRAMENTO KINGS,58,0,820,175,348,0,6,58,91,66,156,85,31,22,73,150
gilgesh01,Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,79,70,2084,323,681,51,134,152,190,55,166,258,92,44,139,168
goberru01,Rudy Gobert,CENTER,26,UTAH JAZZ,78,77,2477,455,679,0,0,316,497,298,712,157,62,179,126,222
goodwbr01,Brandon Goodwin,POINT GUARD,23,DENVER NUGGETS,16,0,57,6,23,2,6,9,11,1,2,14,0,0,3,7
gordoaa01,Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,75,75,2531,449,1009,118,337,179,247,124,425,277,55,53,152,166
gordoer01,Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,65,50,2084,368,903,203,570,117,150,17,127,125,38,26,88,141
gortama01,Marcin Gortat,CENTER,34,LOS ANGELES CLIPPERS,47,43,751,99,186,0,0,35,48,67,194,65,6,24,50,92
grahade01,Devonte' Graham,POINT GUARD,23,CHARLOTTE HORNETS,42,3,609,68,195,32,112,33,44,8,46,113,22,2,27,46
grahatr01,Treveon Graham,SHOOTING GUARD,25,BROOKLYN NETS,32,20,646,54,161,29,106,18,22,19,76,30,12,7,15,64
grantje01,Jerami Grant,POWER FORWARD,24,OKLAHOMA CITY THUNDER,76,73,2469,382,770,104,268,150,211,89,306,77,60,97,64,206
grantje02,Jerian Grant,POINT GUARD,26,ORLANDO MAGIC,59,1,934,90,217,38,107,26,40,19,79,154,44,6,51,77
grantdo01,Donte Grantham,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
greenda02,Danny Green,SHOOTING GUARD,31,TORONTO RAPTORS,77,77,2137,281,606,190,420,33,40,59,250,120,71,50,73,167
greendr01,Draymond Green,POWER FORWARD,28,GOLDEN STATE WARRIORS,62,62,1952,171,389,42,154,60,88,56,397,432,88,64,159,190
greenge01,Gerald Green,SHOOTING GUARD,33,HOUSTON ROCKETS,70,0,1427,222,554,148,420,57,68,29,148,39,32,27,55,122
greenja01,JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,41,4,900,151,312,38,96,63,80,72,180,36,33,26,64,123
greenja01,JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,23,2,445,75,155,30,75,15,18,32,123,13,12,7,22,65
greenje02,Jeff Green,POWER FORWARD,32,WASHINGTON WIZARDS,74,44,2034,311,654,110,307,175,196,56,243,133,42,37,97,159
griffbl01,Blake Griffin,POWER FORWARD,29,DETROIT PISTONS,72,72,2536,601,1298,177,495,396,529,99,453,394,49,27,248,194
hamilda02,Daniel Hamilton,SHOOTING GUARD,23,ATLANTA HAWKS,19,3,204,23,60,8,23,3,6,10,37,22,6,1,16,19
hannadu01,Dusty Hannahs,SHOOTING GUARD,25,MEMPHIS GRIZZLIES,2,0,26,3,12,0,5,2,2,0,1,5,1,0,1,1
hardati02,Tim Hardaway,SHOOTING GUARD,26,NEW YORK KNICKS,46,46,1499,282,726,117,337,199,233,26,135,122,42,6,81,106
hardati02,Tim Hardaway,SHOOTING GUARD,26,DALLAS MAVERICKS,19,17,558,108,267,45,140,33,43,7,54,37,12,2,24,35
hardeja01,James Harden,POINT GUARD,29,HOUSTON ROCKETS,75,75,2772,814,1846,363,994,732,833,64,422,566,154,56,374,235
harklma01,Maurice Harkless,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,57,50,1331,174,365,31,114,42,65,72,179,72,67,49,41,153
harremo01,Montrezl Harrell,CENTER,25,LOS ANGELES CLIPPERS,79,4,2077,527,855,3,17,255,396,179,339,150,69,107,127,247
harride01,Devin Harris,POINT GUARD,35,DALLAS MAVERICKS,64,0,972,121,314,57,181,95,125,11,89,108,35,12,50,125
harriga01,Gary Harris,SHOOTING GUARD,24,DENVER NUGGETS,53,44,1527,249,590,80,229,106,132,39,115,123,49,18,64,104
harrijo01,Joe Harris,SHOOTING GUARD,27,BROOKLYN NETS,74,74,2229,362,721,176,373,108,130,49,232,178,36,17,117,180
harrito02,Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,55,55,1903,424,855,112,258,192,219,37,395,150,40,24,109,123
harrito02,Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,24,24,862,172,354,43,124,70,82,29,160,69,11,12,37,56
harrian01,Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,1,0,5,1,2,0,1,0,0,0,0,0,0,0,0,1
harrian01,Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,10,0,144,12,39,3,14,16,16,4,11,17,4,2,10,26
harrian01,Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,6,0,38,3,12,2,10,1,2,2,3,7,0,0,2,7
harrish01,Shaquille Harrison,POINT GUARD,25,CHICAGO BULLS,70,8,1359,171,398,21,83,79,119,33,179,134,87,26,57,121
hartjo01,Josh Hart,SHOOTING GUARD,23,LOS ANGELES LAKERS,67,22,1715,189,464,92,274,55,80,35,213,93,64,40,58,147
harteis01,Isaiah Hartenstein,POWER FORWARD,20,HOUSTON ROCKETS,28,0,221,20,41,2,6,11,14,21,26,15,7,12,13,56
hasleud01,Udonis Haslem,CENTER,38,MIAMI HEAT,8,0,35,3,9,0,4,0,0,1,11,0,0,0,2,4
haywago01,Gordon Hayward,POWER FORWARD,28,BOSTON CELTICS,70,18,1800,279,612,77,229,153,184,51,262,238,60,23,103,103
hensojo01,John Henson,CENTER,28,MILWAUKEE BUCKS,14,0,188,31,67,11,31,6,10,16,55,14,7,11,12,16
hernaju01,Juan Hernangomez,POWER FORWARD,23,DENVER NUGGETS,68,25,1325,135,308,65,179,66,86,63,196,51,26,24,37,89
hernawi01,Willy Hernangomez,CENTER,24,CHARLOTTE HORNETS,56,3,806,153,292,15,38,100,144,117,192,59,16,20,57,97
hezonma01,Mario Hezonja,SMALL FORWARD,23,NEW YORK KNICKS,55,21,1108,173,429,39,142,80,104,25,189,68,51,8,73,102
hicksis01,Isaiah Hicks,POWER FORWARD,24,NEW YORK KNICKS,1,0,4,0,0,0,0,1,2,0,0,1,0,0,0,0
hieldbu01,Buddy Hield,SHOOTING GUARD,26,SACRAMENTO KINGS,78,78,2511,599,1306,265,618,171,193,102,297,195,53,32,141,195
highsha01,Haywood Highsmith,SMALL FORWARD,22,PHILADELPHIA 76ERS,3,0,15,2,5,1,3,0,0,0,3,2,0,0,0,1
hilarne01,Nene Hilario,CENTER,36,HOUSTON ROCKETS,40,2,520,56,107,0,2,29,45,32,86,22,18,14,10,82
hillge01,George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,13,344,55,107,13,28,17,20,12,15,36,12,1,20,35
hillge01,George Hill,POINT GUARD,32,MILWAUKEE BUCKS,43,0,862,100,235,29,108,42,50,25,83,89,38,7,27,61
hillso01,Solomon Hill,SMALL FORWARD,27,NEW ORLEANS PELICANS,41,15,801,59,151,28,87,22,31,33,88,50,22,9,27,71
holidaa01,Aaron Holiday,POINT GUARD,22,INDIANA PACERS,47,0,576,94,236,38,114,38,45,4,59,77,19,13,34,61
holidjr01,Jrue Holiday,SHOOTING GUARD,28,NEW ORLEANS PELICANS,67,67,2402,547,1159,118,363,208,271,75,259,518,109,54,210,148
