"slug","name","season"
"dedmode01","Dewayne Dedmon","2016"
"johnswe01","Wesley Johnson","2016"
"chandty01","Tyson Chandler","2016"
"zellety01","Tyler Zeller","2016"
"foyera01","Randy Foye","2016"
"kellyry01","Ryan Kelly","2016"
"lenal01","Alex Len","2016"
"rondora01","Rajon Rondo","2016"
"smithja02","Jason Smith","2016"
"greenje02","Jeff Green","2016"
"inglejo01","Joe Ingles","2016"
"nealga01","Gary Neal","2016"
"roberbr01","Brian Roberts","2016"
"princta01","Tayshaun Prince","2016"
"warretj01","T.J. Warren","2016"
"caulewi01","Willie Cauley-Stein","2016"
"rudezda01","Damjan Rudez","2016"
"terryja01","Jason Terry","2016"
"whiteha01","Hassan Whiteside","2016"
"batumni01","Nicolas Batum","2016"
"holmeri01","Richaun Holmes","2016"
"mcrobjo01","Josh McRoberts","2016"
"bareajo01","J.J. Barea","2016"
"mclembe01","Ben McLemore","2016"
"rosste01","Terrence Ross","2016"
"bayleje01","Jerryd Bayless","2016"
"hensojo01","John Henson","2016"
"huertma01","Marcelo Huertas","2016"
"bradlav01","Avery Bradley","2016"
"adamsjo01","Jordan Adams","2016"
"allenla01","Lavoy Allen","2016"
"arizatr01","Trevor Ariza","2016"
"crabbal01","Allen Crabbe","2016"
"greenda02","Danny Green","2016"
"hairspj02","P.J. Hairston","2016"
"kaunsa01","Sasha Kaun","2016"
"sloando01","Donald Sloan","2016"
"smithru01","Russ Smith","2016"
"greener01","Erick Green","2016"
"hinriki01","Kirk Hinrich","2016"
"jokicni01","Nikola Jokic","2016"
"anderja01","James Anderson","2016"
"fournev01","Evan Fournier","2016"
"harrijo01","Joe Harris","2016"
"anderju01","Justin Anderson","2016"
"weemsso01","Sonny Weems","2016"
"lylestr01","Trey Lyles","2016"
"mejrisa01","Salah Mejri","2016"
"aldrico01","Cole Aldrich","2016"
"dekkesa01","Sam Dekker","2016"
"johnsja01","James Johnson","2016"
"mcdankj01","K.J. McDaniels","2016"
"woodch01","Christian Wood","2016"
"ellinwa01","Wayne Ellington","2016"
"tollian01","Anthony Tolliver","2016"
"millsel01","Elijah Millsap","2016"
"scolalu01","Luis Scola","2016"
"millemi01","Mike Miller","2016"
"youngjo01","Joe Young","2016"
"middlkh01","Khris Middleton","2016"
"morrima02","Markieff Morris","2016"
"wiggian01","Andrew Wiggins","2016"
"obryajo01","Johnny O'Bryant","2016"
"thompho01","Hollis Thompson","2016"
"tuckepj01","P.J. Tucker","2016"
"bullore01","Reggie Bullock","2016"
"paynead01","Adreian Payne","2016"
"roziete01","Terry Rozier","2016"
"udrihbe01","Beno Udrih","2016"
"breweco01","Corey Brewer","2016"
"teletmi01","Mirza Teletovic","2016"
"bassbr01","Brandon Bass","2016"
"caldejo01","Jose Calderon","2016"
"jenkijo01","John Jenkins","2016"
"kaminfr01","Frank Kaminsky","2016"
"russeda01","D'Angelo Russell","2016"
"plumlmi01","Miles Plumlee","2016"
"budinch01","Chase Budinger","2016"
"josepco01","Cory Joseph","2016"
"watsocj01","C.J. Watson","2016"
"burketr01","Trey Burke","2016"
"vonleno01","Noah Vonleh","2016"
"collini01","Nick Collison","2016"
"hilarne01","Nene Hilario","2016"
"smithjo03","Josh Smith","2016"
"pricero01","Ronnie Price","2016"
"barnema02","Matt Barnes","2016"
"turnemy01","Myles Turner","2016"
"tavarwa01","Edy Tavares","2016"
"holidju01","Justin Holiday","2016"
"mbahalu01","Luc Mbah a Moute","2016"
"prigipa01","Pablo Prigioni","2016"
"antetgi01","Giannis Antetokounmpo","2016"
"jackja01","Jarrett Jack","2016"
"stausni01","Nik Stauskas","2016"
"lambje01","Jeremy Lamb","2016"
"olynyke01","Kelly Olynyk","2016"
"dudleja01","Jared Dudley","2016"
"marjabo01","Boban Marjanovic","2016"
"brownan02","Anthony Brown","2016"
"connapa01","Pat Connaughton","2016"
"thompja02","Jason Thompson","2016"
"howardw01","Dwight Howard","2016"
"johnsch04","Chris Johnson","2016"
"moreler01","Eric Moreland","2016"
"mccalra01","Ray McCallum","2016"
"curryse01","Seth Curry","2016"
"stoudam01","Amar'e Stoudemire","2016"
"clarkia01","Ian Clark","2016"
"fraziti01","Tim Frazier","2016"
"pleisti01","Tibor Pleiss","2016"
"karasse01","Sergey Karasev","2016"
"butlera01","Rasual Butler","2016"
"singlky01","Kyle Singler","2016"
"ennisja01","James Ennis","2016"
"sacrero01","Robert Sacre","2016"
"johnsty01","Tyler Johnson","2016"
"napiesh01","Shabazz Napier","2016"
"oubreke01","Kelly Oubre","2016"
"templga01","Garrett Temple","2016"
"booketr01","Trevor Booker","2016"
"bennean01","Anthony Bennett","2016"
"montelu01","Luis Montero","2016"
"blackta01","Tarik Black","2016"
"douglto01","Toney Douglas","2016"
"babbilu01","Luke Babbitt","2016"
"asikom01","Omer Asik","2016"
"hillso01","Solomon Hill","2016"
"witheje01","Jeff Withey","2016"
"whittsh01","Shayne Whittington","2016"
"blairde01","DeJuan Blair","2016"
"thornma01","Marcus Thornton","2016"
"payneca01","Cameron Payne","2016"
"hicksjj01","J.J. Hickson","2016"
"parsoch01","Chandler Parsons","2016"
"fryech01","Channing Frye","2016"
"hayesch01","Chuck Hayes","2016"
"powelno01","Norman Powell","2016"
"wrighde01","Delon Wright","2016"
"nichoan01","Andrew Nicholson","2016"
"mcgarmi01","Mitch McGary","2016"
"serapke01","Kevin Seraphin","2016"
"cartevi01","Vince Carter","2016"
"covinro01","Robert Covington","2016"
"portibo01","Bobby Portis","2016"
"hansbty01","Tyler Hansbrough","2016"
"anderch01","Chris Andersen","2016"
"bairsca01","Cameron Bairstow","2016"
"danietr01","Troy Daniels","2016"
"dinwisp01","Spencer Dinwiddie","2016"
"robingl02","Glenn Robinson","2016"
"acyqu01","Quincy Acy","2016"
"pressph01","Phil Pressey","2016"
"ennisty01","Tyler Ennis","2016"
"parkeja01","Jabari Parker","2016"
"hunterj01","R.J. Hunter","2016"
"macksh01","Shelvin Mack","2016"
"millean02","Andre Miller","2016"
"stokeja01","Jarnell Stokes","2016"
"papanko01","Kostas Papanikolaou","2016"
"kamanch01","Chris Kaman","2016"
"richajo01","Josh Richardson","2016"
"artesro01","Metta World Peace","2016"
"nancela02","Larry Nance","2016"
"noguelu01","Lucas Nogueira","2016"
"feliccr01","Cristiano Felicio","2016"
"fredeji01","Jimmer Fredette","2016"
"amundlo01","Lou Amundson","2016"
"youngja01","James Young","2016"
"jonesty01","Tyus Jones","2016"
"afflaar01","Arron Afflalo","2016"
"hendege02","Gerald Henderson","2016"
"bonnema01","Matt Bonner","2016"
"cabocbr01","Bruno Caboclo","2016"
"marblde01","Devyn Marble","2016"
"novakst01","Steve Novak","2016"
"simmojo02","Jonathon Simmons","2016"
"jeffeco01","Cory Jefferson","2016"
"alexacl01","Cliff Alexander","2016"
"mayooj01","O.J. Mayo","2016"
"harriaa01","Aaron Harrison","2016"
"mcgeeja01","JaVale McGee","2016"
"anthojo01","Joel Anthony","2016"
"hillida01","Darrun Hilliard","2016"
"hardati02","Tim Hardaway","2016"
"evansty01","Tyreke Evans","2016"
"coleno01","Norris Cole","2016"
"wilcocj01","C.J. Wilcox","2016"
"holliry01","Ryan Hollins","2016"
"reedwi02","Willie Reed","2016"
"wroteto01","Tony Wroten","2016"
"motiedo01","Donatas Motiejunas","2016"
"shumpim01","Iman Shumpert","2016"
"marshke01","Kendall Marshall","2016"
"martija01","Jarell Martin","2016"
"irvinky01","Kyrie Irving","2016"
"landrca01","Carl Landry","2016"
"eddieja01","Jarell Eddie","2016"
"dawsobr01","Branden Dawson","2016"
"jennibr01","Brandon Jennings","2016"
"cottobr01","Bryce Cotton","2016"
"nurkiju01","Jusuf Nurkic","2016"
"pekovni01","Nikola Pekovic","2016"
"williel01","Elliot Williams","2016"
"brownlo01","Lorenzo Brown","2016"
"kilpase01","Sean Kilpatrick","2016"
"obriejj01","J.J. O'Brien","2016"
"applike01","Keith Appling","2016"
"dejeabr01","Bryce Dejean-Jones","2016"
"pendeje02","Jeff Ayres","2016"
"looneke01","Kevon Looney","2016"
"kiddgmi01","Michael Kidd-Gilchrist","2016"
"mcraejo01","Jordan McRae","2016"
"antetth01","Thanasis Antetokounmpo","2016"
"johnsor01","Orlando Johnson","2016"
"dunlemi02","Mike Dunleavy","2016"
"mcculch01","Chris McCullough","2016"
"stephal01","Alex Stepheson","2016"
"anderal01","Alan Anderson","2016"
"gutiejo01","Jorge Gutierrez","2016"
"harpeju01","Justin Harper","2016"
"smithgr02","Greg Smith","2016"
"brandel01","Elton Brand","2016"
"toupaax01","Axel Toupane","2016"
"beaslmi01","Michael Beasley","2016"
"mohamna01","Nazr Mohammed","2016"
"weberbr01","Briante Weber","2016"
"goudean01","Andrew Goudelock","2016"
"clarkco01","Coty Clarke","2016"
"willial03","Alan Williams","2016"
"munfoxa02","Xavier Munford","2016"
"simshe01","Henry Sims","2016"
"farmajo01","Jordan Farmar","2016"
"huestjo01","Josh Huestis","2016"
"hamiljo02","Jordan Hamilton","2016"
"jonesda02","Dahntay Jones","2016"
"chrisra01","Rakeem Christmas","2016"
"dukandu01","Duje Dukan","2016"
"wrighdo01","Dorell Wright","2016"
"hollajo02","John Holland","2016"
"lillada01","Damian Lillard","2017"
"leonaka01","Kawhi Leonard","2017"
"duranke01","Kevin Durant","2017"
"johnsjo02","Joe Johnson","2017"
"irvinky01","Kyrie Irving","2017"
"aldrila01","LaMarcus Aldridge","2017"
"greendr01","Draymond Green","2017"
"jamesle01","LeBron James","2017"
"hoodro01","Rodney Hood","2017"
"loveke01","Kevin Love","2017"
"mccolcj01","CJ McCollum","2017"
"curryst01","Stephen Curry","2017"
"hillge01","George Hill","2017"
"simmojo02","Jonathon Simmons","2017"
"millspa02","Patty Mills","2017"
"crabbal01","Allen Crabbe","2017"
"goberru01","Rudy Gobert","2017"
"jefferi01","Richard Jefferson","2017"
"vonleno01","Noah Vonleh","2017"
"porzikr01","Kristaps Porzingis","2017"
"anthoca01","Carmelo Anthony","2017"
"davised01","Ed Davis","2017"
"holidju01","Justin Holiday","2017"
"dunlemi02","Mike Dunleavy","2017"
"ginobma01","Manu Ginobili","2017"
"aminual01","Al-Farouq Aminu","2017"
"rosede01","Derrick Rose","2017"
"leeda02","David Lee","2017"
"macksh01","Shelvin Mack","2017"
"anderky01","Kyle Anderson","2017"
"jennibr01","Brandon Jennings","2017"
"kuzmimi01","Mindaugas Kuzminskas","2017"
"liggide01","DeAndre Liggins","2017"
"turneev01","Evan Turner","2017"
"bertada01","Davis Bertans","2017"
"parketo01","Tony Parker","2017"
"bakerro01","Ron Baker","2017"
"dedmode01","Dewayne Dedmon","2017"
"fryech01","Channing Frye","2017"
"jonesja02","James Jones","2017"
"mccawpa01","Patrick McCaw","2017"
"exumda01","Dante Exum","2017"
"noahjo01","Joakim Noah","2017"
"smithjr01","J.R. Smith","2017"
"thompkl01","Klay Thompson","2017"
"anderch01","Chris Andersen","2017"
"iguodan01","Andre Iguodala","2017"
"oquinky01","Kyle O'Quinn","2017"
"hernawi01","Willy Hernangomez","2017"
"clarkia01","Ian Clark","2017"
"inglejo01","Joe Ingles","2017"
"witheje01","Jeff Withey","2017"
"shumpim01","Iman Shumpert","2017"
"livinsh01","Shaun Livingston","2017"
"thomala01","Lance Thomas","2017"
"lylestr01","Trey Lyles","2017"
"mcgeeja01","JaVale McGee","2017"
"forbebr01","Bryn Forbes","2017"
"laproni01","Nicolas Laprovittola","2017"
"looneke01","Kevon Looney","2017"
"pachuza01","Zaza Pachulia","2017"
"varejan01","Anderson Varejao","2017"
"gasolpa01","Pau Gasol","2017"
"harklma01","Maurice Harkless","2017"
"leoname01","Meyers Leonard","2017"
"mcraejo01","Jordan McRae","2017"
"vujacsa01","Sasha Vujacic","2017"
"plumlma01","Mason Plumlee","2017"
"westda01","David West","2017"
"thomptr01","Tristan Thompson","2017"
"leeco01","Courtney Lee","2017"
"diawbo01","Boris Diaw","2017"
"davisan02","Anthony Davis","2017"
"hardeja01","James Harden","2017"
"turnemy01","Myles Turner","2017"
"valanjo01","Jonas Valanciunas","2017"
"westbru01","Russell Westbrook","2017"
"antetgi01","Giannis Antetokounmpo","2017"
"derozde01","DeMar DeRozan","2017"
"thomais02","Isaiah Thomas","2017"
"kiddgmi01","Michael Kidd-Gilchrist","2017"
"georgpa01","Paul George","2017"
"nurkiju01","Jusuf Nurkic","2017"
"ellismo01","Monta Ellis","2017"
"clarkjo01","Jordan Clarkson","2017"
"fraziti01","Tim Frazier","2017"
"gayru01","Rudy Gay","2017"
"wiggian01","Andrew Wiggins","2017"
"couside01","DeMarcus Cousins","2017"
"hibbero01","Roy Hibbert","2017"
"vucevni01","Nikola Vucevic","2017"
"bartowi01","Will Barton","2017"
"hamilju01","Justin Hamilton","2017"
"crowdja01","Jae Crowder","2017"
"randlju01","Julius Randle","2017"
"conlemi01","Mike Conley","2017"
"nowitdi01","Dirk Nowitzki","2017"
"dienggo01","Gorgui Dieng","2017"
"whiteha01","Hassan Whiteside","2017"
"kanteen01","Enes Kanter","2017"
"monrogr01","Greg Monroe","2017"
"willide01","Deron Williams","2017"
"bareajo01","J.J. Barea","2017"
"teaguje01","Jeff Teague","2017"
"johnsty01","Tyler Johnson","2017"
"randoza01","Zach Randolph","2017"
"townska01","Karl-Anthony Towns","2017"
"bradlav01","Avery Bradley","2017"
"booketr01","Trevor Booker","2017"
"capelca01","Clint Capela","2017"
"zellety01","Tyler Zeller","2017"
"horfoal01","Al Horford","2017"
"rodrise01","Sergio Rodriguez","2017"
"bogdabo02","Bojan Bogdanovic","2017"
"barneha02","Harrison Barnes","2017"
"harrito02","Tobias Harris","2017"
"ennisja01","James Ennis","2017"
"walkeke02","Kemba Walker","2017"
"zelleco01","Cody Zeller","2017"
"gallida01","Danilo Gallinari","2017"
"stausni01","Nik Stauskas","2017"
"covinro01","Robert Covington","2017"
"lavinza01","Zach LaVine","2017"
"fournev01","Evan Fournier","2017"
"morrima03","Marcus Morris","2017"
"winslju01","Justise Winslow","2017"
"baldwwa01","Wade Baldwin","2017"
"willilo02","Lou Williams","2017"
"barnema02","Matt Barnes","2017"
"gordoer01","Eric Gordon","2017"
"linje01","Jeremy Lin","2017"
"reedwi02","Willie Reed","2017"
"lawsoty01","Ty Lawson","2017"
"paytoel01","Elfrid Payton","2017"
"bledser01","Eric Bledsoe","2017"
"dragigo01","Goran Dragic","2017"
"russeda01","D'Angelo Russell","2017"
"anderry01","Ryan Anderson","2017"
"harrijo01","Joe Harris","2017"
"johnsja01","James Johnson","2017"
"adamsst01","Steven Adams","2017"
"batumni01","Nicolas Batum","2017"
"farieke01","Kenneth Faried","2017"
"mozgoti01","Timofey Mozgov","2017"
"gordoaa01","Aaron Gordon","2017"
"ilyaser01","Ersan Ilyasova","2017"
"willima02","Marvin Williams","2017"
"mcdankj01","K.J. McDaniels","2017"
"brownja02","Jaylen Brown","2017"
"gasolma01","Marc Gasol","2017"
"warretj01","T.J. Warren","2017"
"bendedr01","Dragan Bender","2017"
"greenja01","JaMychal Green","2017"
"templga01","Garrett Temple","2017"
"parkeja01","Jabari Parker","2017"
"embiijo01","Joel Embiid","2017"
"bookede01","Devin Booker","2017"
"curryse01","Seth Curry","2017"
"lowryky01","Kyle Lowry","2017"
"lenal01","Alex Len","2017"
"greenge01","Gerald Green","2017"
"joneste01","Terrence Jones","2017"
"brogdma01","Malcolm Brogdon","2017"
"milescj01","C.J. Miles","2017"
"nancela02","Larry Nance","2017"
"ibakase01","Serge Ibaka","2017"
"hilarne01","Nene Hilario","2017"
"siakapa01","Pascal Siakam","2017"
"chandty01","Tyson Chandler","2017"
"kilpase01","Sean Kilpatrick","2017"
"youngth01","Thaddeus Young","2017"
"mooreet01","E'Twaun Moore","2017"
"drumman01","Andre Drummond","2017"
"holmeri01","Richaun Holmes","2017"
"matthwe02","Wesley Matthews","2017"
"dunnkr01","Kris Dunn","2017"
"leuerjo01","Jon Leuer","2017"
"smithis01","Ish Smith","2017"
"ingrabr01","Brandon Ingram","2017"
"johnsam01","Amir Johnson","2017"
"stephla01","Lance Stephenson","2017"
"tollian01","Anthony Tolliver","2017"
"bogutan01","Andrew Bogut","2017"
"josepco01","Cory Joseph","2017"
"dellama01","Matthew Dellavedova","2017"
"baynear01","Aron Baynes","2017"
"jeffeal01","Al Jefferson","2017"
"rosste01","Terrence Ross","2017"
"roziete01","Terry Rozier","2017"
"hendege02","Gerald Henderson","2017"
"mccontj01","T.J. McConnell","2017"
"anderju01","Justin Anderson","2017"
"carrode01","DeMarre Carroll","2017"
"augusdj01","D.J. Augustin","2017"
"denglu01","Luol Deng","2017"
"roberan03","Andre Roberson","2017"
"afflaar01","Arron Afflalo","2017"
"mcgruro01","Rodney McGruder","2017"
"waitedi01","Dion Waiters","2017"
"gallola01","Langston Galloway","2017"
"belinma01","Marco Belinelli","2017"
"caulewi01","Willie Cauley-Stein","2017"
"chrisse01","Semaj Christon","2017"
"aldrico01","Cole Aldrich","2017"
"allenla01","Lavoy Allen","2017"
"cartevi01","Vince Carter","2017"
"nelsoja01","Jameer Nelson","2017"
"jerebjo01","Jonas Jerebko","2017"
"stuckro01","Rodney Stuckey","2017"
"casspom01","Omri Casspi","2017"
"arizatr01","Trevor Ariza","2017"
"babbilu01","Luke Babbitt","2017"
"grantje01","Jerami Grant","2017"
"rubiori01","Ricky Rubio","2017"
"dekkesa01","Sam Dekker","2017"
"chandwi01","Wilson Chandler","2017"
"greenje02","Jeff Green","2017"
"holliro01","Rondae Hollis-Jefferson","2017"
"terryja01","Jason Terry","2017"
"thompho01","Hollis Thompson","2017"
"blackta01","Tarik Black","2017"
"hawessp01","Spencer Hawes","2017"
"mudiaem01","Emmanuel Mudiay","2017"
"dudleja01","Jared Dudley","2017"
"hensojo01","John Henson","2017"
"knighbr03","Brandon Knight","2017"
"udrihbe01","Beno Udrih","2017"
"sabondo01","Domantas Sabonis","2017"
"ulisty01","Tyler Ulis","2017"
"lopezbr01","Brook Lopez","2017"
"mcculch01","Chris McCullough","2017"
"scolalu01","Luis Scola","2017"
"mclembe01","Ben McLemore","2017"
"hezonma01","Mario Hezonja","2017"
"huertma01","Marcelo Huertas","2017"
"chrisma01","Marquese Chriss","2017"
"poweldw01","Dwight Powell","2017"
"hieldbu01","Buddy Hield","2017"
"pattepa01","Patrick Patterson","2017"
"breweco01","Corey Brewer","2017"
"gbinimi01","Michael Gbinije","2017"
"plumlmi01","Miles Plumlee","2017"
"vasqugr01","Greivis Vasquez","2017"
"youngni01","Nick Young","2017"
"caldwke01","Kentavious Caldwell-Pope","2017"
"johnsst04","Stanley Johnson","2017"
"okafoja01","Jahlil Okafor","2017"
"brussni01","Nicolas Brussino","2017"
"jokicni01","Nikola Jokic","2017"
"sessira01","Ramon Sessions","2017"
"whiteis01","Isaiah Whitehead","2017"
"asikom01","Omer Asik","2017"
"davisde01","Deyonta Davis","2017"
"beaslmi01","Michael Beasley","2017"
"ellenhe01","Henry Ellenson","2017"
"finnedo01","Dorian Finney-Smith","2017"
"murraja01","Jamal Murray","2017"
"bjeline01","Nemanja Bjelica","2017"
"hernaju01","Juan Hernangomez","2017"
"oladivi01","Victor Oladipo","2017"
"marjabo01","Boban Marjanovic","2017"
"vaughra01","Rashad Vaughn","2017"
"singlky01","Kyle Singler","2017"
"acyqu01","Quincy Acy","2017"
"harrian01","Andrew Harrison","2017"
"youngjo01","Joe Young","2017"
"muhamsh01","Shabazz Muhammad","2017"
"abrinal01","Alex Abrines","2017"
"poeltja01","Jakob Poeltl","2017"
"tuckepj01","P.J. Tucker","2017"
"ennisty01","Tyler Ennis","2017"
"powelno01","Norman Powell","2017"
"richama01","Malachi Richardson","2017"
"artesro01","Metta World Peace","2017"
"teletmi01","Mirza Teletovic","2017"
"lambje01","Jeremy Lamb","2017"
"koufoko01","Kosta Koufos","2017"
"barbole01","Leandro Barbosa","2017"
"cunnida01","Dante Cunningham","2017"
"rushbr01","Brandon Rush","2017"
"ajincal01","Alexis Ajinca","2017"
"saricda01","Dario Saric","2017"
"robingl02","Glenn Robinson","2017"
"hillso01","Solomon Hill","2017"
"millspa01","Paul Millsap","2017"
"griffbl01","Blake Griffin","2017"
"paulch01","Chris Paul","2017"
"butleji01","Jimmy Butler","2017"
"sefolth01","Thabo Sefolosha","2017"
"morrima02","Markieff Morris","2017"
"hardati02","Tim Hardaway","2017"
"howardw01","Dwight Howard","2017"
"wadedw01","Dwyane Wade","2017"
"gibsota01","Taj Gibson","2017"
"crawfja01","Jamal Crawford","2017"
"muscami01","Mike Muscala","2017"
"porteot01","Otto Porter","2017"
"speigma01","Marreese Speights","2017"
"walljo01","John Wall","2017"
"mirotni01","Nikola Mirotic","2017"
"nichoan01","Andrew Nicholson","2017"
"mcclesh01","Sheldon Mac","2017"
"riverau01","Austin Rivers","2017"
"lopezro01","Robin Lopez","2017"
"schrode01","Dennis Schroder","2017"
"cartemi01","Michael Carter-Williams","2017"
"rondora01","Rajon Rondo","2017"
"bealbr01","Bradley Beal","2017"
"burketr01","Trey Burke","2017"
"korveky01","Kyle Korver","2017"
"satorto01","Tomas Satoransky","2017"
"feltora01","Raymond Felton","2017"
"gortama01","Marcin Gortat","2017"
"jordade01","DeAndre Jordan","2017"
"johnswe01","Wesley Johnson","2017"
"feliccr01","Cristiano Felicio","2017"
"bembrde01","DeAndre' Bembry","2017"
"oubreke01","Kelly Oubre","2017"
"redicjj01","J.J. Redick","2017"
"mbahalu01","Luc Mbah a Moute","2017"
"mcderdo01","Doug McDermott","2017"
"delanma01","Malcolm Delaney","2017"
"princta02","Taurean Waller-Prince","2017"
"canaais01","Isaiah Canaan","2017"
"bazemke01","Kent Bazemore","2017"
"smithja02","Jason Smith","2017"
"thornma01","Marcus Thornton","2017"
"humphkr01","Kris Humphries","2017"
"napiesh01","Shabazz Napier","2017"
"ochefda01","Daniel Ochefu","2017"
"favorde01","Derrick Favors","2017"
"zimmest01","Stephen Zimmerman","2017"
"wilcocj01","C.J. Wilcox","2017"
"mejrisa01","Salah Mejri","2017"
"harremo01","Montrezl Harrell","2017"
"lauvejo01","Joffrey Lauvergne","2017"
"hammoaj01","A.J. Hammons","2017"
"niangge01","Georges Niang","2017"
"hillida01","Darrun Hilliard","2017"
"watsocj01","C.J. Watson","2017"
"wiltjky01","Kyle Wiltjer","2017"
"biyombi01","Bismack Biyombo","2017"
"brownbo02","Bobby Brown","2017"
"serapke01","Kevin Seraphin","2017"
"robinth01","Thomas Robinson","2017"
"kaminfr01","Frank Kaminsky","2017"
"martija01","Jarell Martin","2017"
"bennean01","Anthony Bennett","2017"
"willitr02","Troy Williams","2017"
"mickejo01","Jordan Mickey","2017"
"feldeka01","Kay Felder","2017"
"portibo01","Bobby Portis","2017"
"tavarwa01","Edy Tavares","2017"
"danietr01","Troy Daniels","2017"
"snellto01","Tony Snell","2017"
"luwawti01","Timothe Luwawu-Cabarrot","2017"
"zipsepa01","Paul Zipser","2017"
"diallch01","Cheick Diallo","2017"
"chrisra01","Rakeem Christmas","2017"
"murrade01","Dejounte Murray","2017"
"valende01","Denzel Valentine","2017"
"morroan01","Anthony Morrow","2017"
"bolomjo01","Joel Bolomboy","2017"
"makerth01","Thon Maker","2017"
"stonedi01","Diamond Stone","2017"
"bassbr01","Brandon Bass","2017"
"netora01","Raul Neto","2017"
"caldejo01","Jose Calderon","2017"
"willial03","Alan Williams","2017"
"laymaja01","Jake Layman","2017"
"brookaa01","Aaron Brooks","2017"
"jonesty01","Tyus Jones","2017"
"mcadoja01","James Michael McAdoo","2017"
"allento01","Tony Allen","2017"
"ndourma01","Maurice Ndour","2017"
"connapa01","Pat Connaughton","2017"
"hilljo01","Jordan Hill","2017"
"hasleud01","Udonis Haslem","2017"
"grantje02","Jerian Grant","2017"
"zubaciv01","Ivica Zubac","2017"
"collini01","Nick Collison","2017"
"smartma01","Marcus Smart","2017"
"youngja01","James Young","2017"
"grahatr01","Treveon Graham","2017"
"arthuda01","Darrell Arthur","2017"
"richajo01","Josh Richardson","2017"
"farmajo01","Jordan Farmar","2017"
"labissk01","Skal Labissiere","2017"
"paynead01","Adreian Payne","2017"
"lucasjo02","John Lucas III","2017"
"harriga01","Gary Harris","2017"
"kellyry01","Ryan Kelly","2017"
"millemi01","Mike Miller","2017"
"papagge01","Georgios Papagiannis","2017"
"novakst01","Steve Novak","2017"
"beaslma01","Malik Beasley","2017"
"haywago01","Gordon Hayward","2017"
"jacksde01","Demetrius Jackson","2017"
"noguelu01","Lucas Nogueira","2017"
"parsoch01","Chandler Parsons","2017"
"roberbr01","Brian Roberts","2017"
"harriaa01","Aaron Harrison","2017"
"willide02","Derrick Williams","2017"
"onuakar01","Arinze Onuaku","2017"
"woodch01","Christian Wood","2017"
"rudezda01","Damjan Rudez","2017"
"collida01","Darren Collison","2017"
"foyera01","Randy Foye","2017"
"stokeja01","Jarnell Stokes","2017"
"greenda02","Danny Green","2017"
"ferreyo01","Yogi Ferrell","2017"
"quartti01","Tim Quarterman","2017"
"anderal01","Alan Anderson","2017"
"olynyke01","Kelly Olynyk","2017"
"vanvlfr01","Fred VanVleet","2017"
"houseda01","Danuel House","2017"
"goodwar01","Archie Goodwin","2017"
"mcrobjo01","Josh McRoberts","2017"
"jenkijo01","John Jenkins","2017"
"hunterj01","R.J. Hunter","2017"
"geeal01","Alonzo Gee","2017"
"beverpa01","Patrick Beverley","2017"
"holidjr01","Jrue Holiday","2017"
"gibsojo01","Jonathan Gibson","2017"
"piercpa01","Paul Pierce","2017"
"bullore01","Reggie Bullock","2017"
"jonesde02","Derrick Jones","2017"
"plumlma02","Marshall Plumlee","2017"
"bayleje01","Jerryd Bayless","2017"
"brownan02","Anthony Brown","2017"
"mahinia01","Ian Mahinmi","2017"
"ellinwa01","Wayne Ellington","2017"
"cabocbr01","Bruno Caboclo","2017"
"scottmi01","Mike Scott","2017"
"harride01","Devin Harris","2017"
"meeksjo01","Jodie Meeks","2017"
"jacksre01","Reggie Jackson","2017"
"douglto01","Toney Douglas","2017"
"leverca01","Caris LeVert","2017"
"dinwisp01","Spencer Dinwiddie","2017"
"willire02","Reggie Williams","2017"
"jonesda03","Damian Jones","2017"
"noelne01","Nerlens Noel","2017"
"evansty01","Tyreke Evans","2017"
"onuakch01","Chinanu Onuaku","2017"
"jackspi01","Pierre Jackson","2017"
"burksal01","Alec Burks","2017"
"motiedo01","Donatas Motiejunas","2017"
"payneca01","Cameron Payne","2017"
"randlch01","Chasson Randle","2017"
"sullija01","Jared Sullinger","2017"
"nealga01","Gary Neal","2017"
"whiteok01","Okaro White","2017"
"anthojo01","Joel Anthony","2017"
"wrighbr03","Brandan Wright","2017"
"huestjo01","Josh Huestis","2017"
"obryajo01","Johnny O'Bryant","2017"
"pattela01","Lamar Patterson","2017"
"middlkh01","Khris Middleton","2017"
"weberbr01","Briante Weber","2017"
"pricero01","Ronnie Price","2017"
"wrighde01","Delon Wright","2017"
"tobeymi01","Mike Tobey","2017"
"johnsbr02","Brice Johnson","2017"
"jackja01","Jarrett Jack","2017"
"cookqu01","Quinn Cook","2017"
"nwabada01","David Nwaba","2017"
"bentibe01","Ben Bentil","2017"
"toupaax01","Axel Toupane","2017"
"coleno01","Norris Cole","2017"
"harpeju01","Justin Harper","2017"
"crawfjo02","Jordan Crawford","2017"
"longsh01","Shawn Long","2017"
"uthofja01","Jarrod Uthoff","2017"
"harrima01","Manny Harris","2017"
"seldewa01","Wayne Selden","2017"
"sandela01","Larry Sanders","2017"
"eddieja01","Jarell Eddie","2017"
"splitti01","Tiago Splitter","2017"
"poythal01","Alex Poythress","2017"
"taylois01","Isaiah Taylor","2017"
"paytoga02","Gary Payton","2017"
"garinpa01","Patricio Garino","2017"
"georgma01","Marcus Georges-Hunt","2017"
